ds,yhat,yhat_lower,yhat_upper
2013-03-28,174.2002555497887,-1119.6590956240866,1541.460723661667
2013-03-29,148.7402984879593,-972.6133383956469,1415.6925357667028
2013-03-30,326.4443085854145,-949.0722288206149,1638.4445899565198
2013-03-31,349.1608879806213,-986.8154360179259,1531.4132865483639
2013-04-01,245.4375669859707,-999.9293722103725,1510.6105857587327
2013-04-02,192.3363384550542,-1147.0929983847602,1475.389337291109
2013-04-03,140.53795602450737,-1054.2391404917228,1380.5384200211508
2013-04-04,173.93265869368858,-1151.33506627517,1523.704074004661
2013-04-05,149.1151491446051,-1062.0678305711626,1392.4978908368703
2013-04-06,327.30021879324545,-900.7810690336618,1635.479824073988
2013-04-07,350.3124253125313,-868.3479013738711,1633.9466850402848
2013-04-08,246.68171017239933,-1016.6618306288772,1533.432345585716
2013-04-09,193.4593643490726,-1157.6846155982323,1465.2062950407362
2013-04-10,141.32255011822772,-1128.7234331566242,1359.7534790444506
2013-04-11,174.16503856925442,-1115.6565092051676,1413.144390499108
2013-04-12,148.5919935374368,-1126.5803579380533,1512.9503283028455
2013-04-13,325.83520423317344,-889.2423946421261,1595.9157695495044
2013-04-14,347.74218716475696,-943.4792106840744,1635.2535755522886
2013-04-15,242.8710648367118,-945.9847046729674,1517.0694146147025
2013-04-16,188.30565368750842,-1112.9105764688852,1485.6615120199992
2013-04-17,134.75899712572084,-1090.293567530566,1367.8692621257635
2013-04-18,166.16303394132655,-1150.1724422855686,1414.5838497200702
2013-04-19,138.9078831802344,-1196.0981061045072,1435.461173586405
2013-04-20,314.51909125486213,-1049.8219875047341,1560.0054629443875
2013-04-21,334.88247435017496,-984.3083019573561,1579.724154649181
2013-04-22,228.59231600912887,-1028.0032315878009,1559.4321922998527
2013-04-23,172.76547183927903,-1052.6058405702609,1417.8678562034222
2013-04-24,118.14402606179266,-1160.1575373888616,1482.060122384378
2013-04-25,148.68421331415934,-1116.4747947319042,1454.5958524676917
2013-04-26,121.04948769250845,-1103.701265208053,1392.2045622571115
2013-04-27,296.5241885790538,-980.2697385475979,1680.160141418432
2013-04-28,317.00126583771305,-925.553655362188,1530.0007549487677
2013-04-29,211.0760073867213,-1110.0810494588825,1416.1752980611775
2013-04-30,155.86022977274496,-1156.0142290147405,1470.8019036357368
2013-05-01,102.08518770369884,-1128.488936145188,1419.536312940781
2013-05-02,133.69090441944743,-1138.1385514293363,1376.463807726138
2013-05-03,107.31978897920453,-1068.3827004827021,1331.785655822237
2013-05-04,284.2309703249188,-1042.4452482891666,1587.3088478833074
2013-05-05,306.28878788265246,-1010.1488310491931,1656.9238213861063
2013-05-06,202.0573565482291,-1031.7664816778015,1416.2335721565764
2013-05-07,148.61563996808567,-1211.565269335738,1420.0651364268142
2013-05-08,96.66126070355384,-1062.8906203274248,1368.988274405778
2013-05-09,130.1007219313194,-1033.8281913382827,1381.504175059491
2013-05-10,105.54388058084601,-1163.958843426616,1341.3553544031902
2013-05-11,284.2190773677139,-1059.2077933301603,1506.3482796314647
2013-05-12,307.9623416282765,-1017.4795125763197,1494.1095501037232
2013-05-13,205.31257007727024,-1000.8421200577545,1487.1524735727382
2013-05-14,153.32709837504558,-1029.4522723735004,1412.0655202825328
2013-05-15,102.68588308070701,-1087.6462874611493,1395.9618575987658
2013-05-16,137.2819619982034,-1068.2626785369523,1380.397982791745
2013-05-17,113.71603056204353,-1197.657672621168,1345.4609401660105
2013-05-18,293.2115418857497,-960.2361422971102,1605.9467952709554
2013-05-19,317.6037547620257,-965.1390516791711,1510.746941534359
2013-05-20,215.434639058142,-1053.5336799511485,1547.316703316201
2013-05-21,163.7680711902501,-1171.0868481175112,1439.2781130288645
2013-05-22,113.29355404725115,-1207.4387835503844,1300.4990656630025
2013-05-23,147.91614848732786,-1190.4043319187201,1395.4682671277026
2013-05-24,124.2504748441834,-1328.4058770866084,1331.4540735740966
2013-05-25,303.535213779636,-1021.2111025191899,1627.8095801051563
2013-05-26,327.62155266579055,-855.8107259502459,1594.1129481294895
2013-05-27,225.06750826274626,-1031.295321260071,1486.4114836739864
2013-05-28,172.95257842342411,-1103.8102723069876,1487.534795930762
2013-05-29,121.98097528649939,-1058.6304711427204,1357.788039637572
2013-05-30,156.07114263966187,-1056.4813720917423,1557.3510924886075
2013-05-31,131.84942841907943,-1161.4271146003332,1496.1229587660519
2013-06-01,310.5643507796267,-996.6923635580341,1572.4306675906928
2013-06-02,334.07490933501555,-946.5013668394002,1655.2902597829795
2013-06-03,230.94487391629298,-997.3149789931502,1491.337316555483
2013-06-04,178.25750132144404,-1033.391011927851,1332.623235678543
2013-06-05,126.71892655050331,-1165.9113580230796,1552.5776400620584
2013-06-06,160.2479217835767,-1104.018945692789,1454.294142192431
2013-06-07,135.46988153349795,-1188.752327205492,1442.1271423055139
2013-06-08,313.6314572784211,-949.7608735656955,1635.1161433698271
2013-06-09,336.589275970078,-923.2940986081165,1572.9785928745716
2013-06-10,232.90465615742184,-994.3888789773209,1470.8545267871884
2013-06-11,179.65875284051836,-972.3229810122986,1412.8470527519303
2013-06-12,127.43865359373382,-1169.91190332142,1327.5711947162715
2013-06-13,160.28062339480795,-1040.2977559362391,1442.9276002252768
2013-06-14,134.8112934841632,-1139.7772510495752,1467.2793869044494
2013-06-15,312.2802480064003,-940.1487612910643,1522.692989499385
2013-06-16,334.5489072060536,-1028.1494526932006,1622.2406084051572
2013-06-17,230.1853158202731,-1008.0095975082639,1467.3542121168641
2013-06-18,176.2792615855011,-1108.1617308271568,1442.8313143550617
2013-06-19,123.54594848175913,-1174.192820181083,1362.3957857064113
2013-06-20,155.9159006597361,-1165.8135304933921,1496.0369655085603
2013-06-21,130.02894341046238,-1064.5977884725949,1412.6993978187008
2013-06-22,307.1486781679028,-1031.845567808212,1567.2753684388638
2013-06-23,329.150885719973,-921.2817285801598,1597.9830260498543
2013-06-24,224.61777731395856,-1003.769373214743,1457.6837474879746
2013-06-25,170.65253683658645,-1134.9898176334307,1330.599036344619
2013-06-26,117.98239898030613,-1092.9669086453662,1345.720154492013
2013-06-27,150.54796100184032,-1067.39875182021,1469.4897051362946
2013-06-28,124.99659674796769,-1058.8687073065444,1375.188222971831
2013-06-29,302.5964121400853,-995.9736898466316,1551.2773569923445
2013-06-30,325.2241976174338,-921.7567920240122,1487.5813358399685
2013-07-01,221.45931691701486,-973.7183191588057,1555.190566249008
2013-07-02,168.39799272846025,-1104.7263620209699,1511.801083379328
2013-07-03,116.75624849942696,-1130.9859016306207,1318.435974044587
2013-07-04,150.4592148086221,-1247.6007593060733,1454.6140762309835
2013-07-05,126.13467579564204,-1107.7944732825997,1403.810117494029
2013-07-06,305.02729730244624,-930.5676063947778,1533.7060403066262
2013-07-07,328.9869901494275,-852.6457699108577,1668.9679177970872
2013-07-08,226.56334126027122,-1033.9119899942582,1498.5138632300761
2013-07-09,174.820561987965,-1078.587140995912,1423.1448094658547
2013-07-10,124.44119746392926,-1082.4570413634551,1452.9067756614154
2013-07-11,159.316286060635,-1091.9841318014937,1397.683544816717
2013-07-12,136.03982171205323,-1148.9018585103008,1358.6208927805387
2013-07-13,315.8239352828618,-963.0203969425523,1679.0338482722345
2013-07-14,340.488220898512,-882.010959137633,1553.2960973634258
2013-07-15,238.5551112326376,-1078.5792817155004,1535.182644858932
2013-07-16,187.06572201578848,-1008.1592302586325,1432.8570770023116
2013-07-17,136.68438105831876,-1096.0799404520274,1385.976000082792
2013-07-18,171.28950374368372,-1096.5737479726,1493.0160916589134
2013-07-19,147.46864293390962,-1142.893842165597,1370.604382797339
2013-07-20,326.43410775564286,-938.3840593190864,1636.1437833830323
2013-07-21,350.01255932682255,-826.1177071652749,1597.9776063881718
2013-07-22,246.74047402157316,-974.0216914376842,1545.2312595542483
2013-07-23,193.67988616067908,-1118.7547312000638,1439.2681841135793
2013-07-24,141.5226223654559,-1089.9311130119804,1507.980257511547
2013-07-25,174.18069207323452,-960.4468825003995,1408.7434638249345
2013-07-26,148.280670302367,-1188.6300955865097,1490.3519892335946
2013-07-27,325.07848078997796,-814.9638679878485,1685.5251325746276
2013-07-28,346.44800642721196,-972.2689090063524,1584.2087752778941
2013-07-29,240.97544123907676,-1066.6580901146024,1585.8776750097356
2013-07-30,185.77382359751815,-1078.4883131915224,1488.5025496296976
2013-07-31,131.58599417302509,-1111.8540136038375,1509.5650629102327
2013-08-01,162.3736769826228,-1154.921339767827,1379.649392699388
2013-08-02,134.81055513970384,-1167.5734151755269,1298.7236864540794
2013-08-03,310.1957856252862,-946.0709826936945,1552.4897554488712
2013-08-04,330.4414158168192,-880.4304879683666,1594.9182658020948
2013-08-05,224.4186407459105,-1083.780773167122,1504.1663576322703
2013-08-06,169.0124211802418,-1202.4877453173679,1510.5787811781292
2013-08-07,114.982637763958,-1171.6708405941301,1432.296344352341
2013-08-08,146.29960075746794,-1112.3507445118478,1353.3514629810854
2013-08-09,119.6367578576234,-1150.962303842439,1421.2069050163482
2013-08-10,296.2840677372596,-981.8300231597656,1588.8150596565356
2013-08-11,318.1355095543905,-1078.3955479886274,1512.7211031078573
2013-08-12,213.78267816496307,-1067.2566340220926,1515.3735410610832
2013-08-13,160.32893122695256,-1064.0713439229985,1414.4552744658342
2013-08-14,108.49234833560294,-1146.8516631643674,1323.6986881891728
2013-08-15,142.1952066753978,-1057.1126620081668,1328.539914432672
2013-08-16,118.05784011997756,-1139.2126046049088,1532.6682804588104
2013-08-17,297.3133105684922,-974.6649107645844,1590.6031765879495
2013-08-18,321.7963281891213,-1046.4133877394795,1575.940732264587
2013-08-19,220.03833320808428,-970.8848915433629,1501.2666455634017
2013-08-20,169.08316583292813,-1137.1111870728375,1360.1094386049106
2013-08-21,119.59154344004926,-1117.6657591299083,1397.3674396564581
2013-08-22,155.43200823568603,-1036.145330773955,1406.464576386066
2013-08-23,133.17617194674028,-1110.898282863598,1398.4622710430551
2013-08-24,314.01464799845803,-1012.7084994123034,1627.4034389868928
2013-08-25,339.7470726667608,-876.419704482481,1604.9380823107713
2013-08-26,238.8780968325553,-1127.2388731244898,1488.6211684286884
2013-08-27,188.43374898351868,-1092.5803104691984,1444.099092350588
2013-08-28,139.06636851265912,-1022.4619257423369,1373.4343742796966
2013-08-29,174.64575889112086,-1005.5795685964711,1404.5862607991724
2013-08-30,151.75438053664618,-1088.7695968573319,1362.858200615926
2013-08-31,331.602974227549,-926.7448341171513,1523.4026941442821
2013-09-01,356.0200241055057,-970.0538427942814,1670.88808832091
2013-09-02,253.54695644581244,-966.3171326509841,1493.3930683184376
2013-09-03,201.25349601139231,-1070.8613610054176,1399.2530524464275
2013-09-04,149.8414062790662,-1123.3008051273746,1495.4708535534835
2013-09-05,183.23429567493545,-1040.2709502479108,1541.286914338738
2013-09-06,158.07134662649736,-1052.609418036717,1351.9116868673016
2013-09-07,335.6213986703461,-866.9828846177121,1637.506271290216
2013-09-08,357.77083732250316,-832.0773949963204,1578.424645010787
2013-09-09,253.11722861434555,-1011.7834748317779,1499.9998807798788
2013-09-10,198.78316468648984,-1073.1444650940239,1546.5312251845169
2013-09-11,145.51858887578427,-1086.5015212649928,1362.9897825082994
2013-09-12,177.2893219902225,-1033.747131302186,1489.9009639976964
2013-09-13,150.76968238191787,-1129.3800013413002,1292.4870063661854
2013-09-14,327.25566208353473,-917.6784951091527,1642.6805110138207
2013-09-15,348.65213606653253,-884.0645536259817,1608.0508131794688
2013-09-16,243.56606345797206,-944.2892528470248,1576.7717076727138
2013-09-17,189.12015806336177,-984.3375580827159,1417.1950995409434
2013-09-18,136.05530124937675,-1110.8065984870573,1353.0595368957838
2013-09-19,168.3194160135383,-1031.665232360174,1427.5705920775756
2013-09-20,142.5606845559111,-1117.3674634356287,1306.1010910511925
2013-09-21,320.0415541784582,-948.7896851846032,1623.9124803530788
2013-09-22,342.6269844678966,-922.9271872678221,1527.4128350119554
2013-09-23,238.8788645156315,-1014.4141012360132,1457.8888016177932
2013-09-24,185.8710423037176,-1092.088381400146,1422.1197530678476
2013-09-25,134.2931999767433,-1083.9093991344062,1417.7467922117912
2013-09-26,168.04125148128375,-1015.195971022199,1443.2279743098902
2013-09-27,143.71210076629515,-1181.0139077244191,1396.5579436568016
2013-09-28,322.88398424187034,-966.6078423608227,1562.8270026411071
2013-09-29,347.01168909693047,-833.2895121766707,1611.9942821527295
2013-09-30,244.6167694242834,-961.1063983836443,1542.7281738299966
2013-10-01,192.73892874896006,-1097.5336597570565,1468.536172561691
2013-10-02,142.04088604002885,-1118.2749523739349,1444.2118194428715
2013-10-03,176.39954943046277,-1135.8276348540933,1505.0435028723152
2013-10-04,152.4013133312755,-1180.2362016070485,1409.2137294519787
2013-10-05,331.25786352660526,-975.0009130117237,1574.1231957388738
2013-10-06,354.7958911205686,-831.4951938520257,1673.4946261184257
2013-10-07,251.55260168185953,-1082.134914075803,1458.4580356044141
2013-10-08,198.59143025975777,-1010.9624250991349,1469.888795472117
2013-10-09,146.6061763675654,-1073.7071448542204,1427.131959674886
2013-10-10,179.51122829036356,-1133.502909008007,1449.7137898065193
2013-10-11,153.93572045249024,-1071.2331140403646,1393.0477163114658
2013-10-12,331.1380421440715,-980.7028959011549,1599.170857357625
2013-10-13,352.9941368628404,-1016.910843655347,1549.2710431682344
2013-10-14,248.0915205665734,-959.8804202611692,1471.4070036339292
2013-10-15,193.5434737910803,-981.5487133141378,1441.0447391815496
2013-10-16,140.09166707822916,-1178.6489107215605,1346.4717342088334
2013-10-17,171.69493412120508,-1098.4763703913352,1478.1265881784516
2013-10-18,145.02207981934177,-1196.488764657738,1405.7537174243162
2013-10-19,321.36518210517534,-946.8668462883413,1538.9857263884096
2013-10-20,342.62686327716534,-1010.6571415911855,1577.2517647342095
2013-10-21,237.41349042208145,-1066.604092216803,1477.7177977358206
2013-10-22,182.84878505760747,-1086.384513308109,1430.9796296650384
2013-10-23,129.67611972723418,-1128.8434447749007,1386.083967891434
2013-10-24,161.8472267771888,-1077.2301933785066,1377.8281001178145
2013-10-25,136.01520953601002,-1068.150647442125,1400.8651015008084
2013-10-26,313.4483098479797,-995.2069331183488,1610.0933423202382
2013-10-27,336.01789496161945,-907.5006751734459,1595.8672693752
2013-10-28,232.29260312857718,-869.6950948849372,1511.3500958973918
2013-10-29,179.35310089548202,-1188.7121284083332,1359.9227315344958
2013-10-30,127.89569648403383,-1116.4052983766824,1491.1096534312164
2013-10-31,161.8224959563629,-1111.1341618893707,1419.0859701236247
2013-11-01,137.73594970329438,-1053.2035115532078,1374.0809586669639
2013-11-02,316.8541976676378,-884.9070408946872,1633.1190758912044
2013-11-03,341.0006291684358,-909.4520149179515,1516.4232800040313
2013-11-04,238.69954938676813,-951.1031482818761,1532.460271255389
2013-11-05,186.99235936155998,-1032.2223575864639,1523.249405513384
2013-11-06,136.54245034885983,-1171.5358083352323,1306.7740229032358
2013-11-07,171.22645952251597,-1150.2730998452032,1435.5386180201526
2013-11-08,147.62969989447697,-1067.2593089293682,1457.2609693512122
2013-11-09,326.9621442871675,-961.459905561634,1518.3698043985517
2013-11-10,351.0483576226636,-934.0416823647887,1566.329820904748
2013-11-11,248.4232556304754,-982.1073780889709,1523.031558900641
2013-11-12,196.14809098876214,-1086.761819170059,1456.6323251282654
2013-11-13,144.91487026112785,-1135.1982152784922,1459.8443156230762
2013-11-14,178.6368594468005,-1057.9835268560985,1515.3609329582825
2013-11-15,153.9430099676506,-1147.665476203294,1375.2572559713237
2013-11-16,332.0927114485445,-1018.5174578198848,1587.8112342685577
2013-11-17,354.9642989873708,-901.0487583517554,1582.4867702753327
2013-11-18,251.14923241522106,-1049.8718029771862,1479.1413794007333
2013-11-19,197.7663928584569,-1014.0870558463266,1394.5685677124654
2013-11-20,145.56474789764147,-1160.5939756630694,1288.040856717501
2013-11-21,178.52924623548427,-1090.9554714900528,1409.1752600985205
2013-11-22,153.32206051882574,-1169.692085164581,1471.6084135359945
2013-11-23,331.2471637374424,-876.0152923371494,1626.972986556671
2013-11-24,354.22018680068993,-848.3042927292408,1659.4082019718433
2013-11-25,250.8612840844715,-949.5863832448098,1452.7293797989535
2013-11-26,198.30833963841684,-1117.220331682456,1331.5843018046237
2013-11-27,147.3187996456124,-1115.8867374664808,1546.8127457870928
2013-11-28,181.8578664886354,-1057.0993257769767,1338.678434498738
2013-11-29,158.59095684680767,-1087.9461072467868,1415.2971169542272
2013-11-30,338.7968917533842,-896.4039768395081,1689.5134213897131
2013-12-01,364.3552970270218,-917.1929320867404,1611.016580363698
2013-12-02,263.8401699116074,-1099.7662116242545,1568.9473142703637
2013-12-03,214.33408196650095,-1063.9979344760736,1461.9008533262206
2013-12-04,166.53127984714823,-1071.2630031012752,1433.3577589337585
2013-12-05,204.32738755146423,-1046.808946686659,1574.6744806874729
2013-12-06,184.31357376132567,-1059.3928932817205,1434.5623577877498
2013-12-07,367.6916074728562,-941.6015968585375,1557.5634941669691
2013-12-08,396.2632308336921,-879.2063041179676,1658.1148511622778
2013-12-09,298.52575214228295,-852.9670020815802,1643.6910359681494
2013-12-10,251.4882742225468,-1025.659141986597,1433.029909769714
2013-12-11,205.77676457640817,-1103.54058764334,1453.1695943189275
2013-12-12,245.22561675415488,-1045.1796770441838,1526.2823646951583
2013-12-13,226.37351507560007,-1003.7069139210824,1433.3271778101596
2013-12-14,410.3799784585765,-966.122601232436,1744.1006951232844
2013-12-15,439.0159702564208,-865.4222813338572,1755.5247010094195
2013-12-16,340.76044162845784,-981.9250240810171,1698.4618132037574
2013-12-17,292.6171958640881,-948.8804304358775,1633.770769387667
2013-12-18,245.22026065284274,-1056.399028182507,1380.194929933907
2013-12-19,282.4254073491304,-942.5342727496682,1623.3996658703268
2013-12-20,260.8056282701245,-1037.8463388390217,1629.5207800769429
2013-12-21,441.56695606692165,-770.6840917706406,1738.682519987427
2013-12-22,466.5380295414095,-772.2638755969668,1822.5506832783901
2013-12-23,364.2652996381808,-917.2300129179889,1714.6080860228465
2013-12-24,311.8282972646756,-971.2577049002407,1592.8395125646155
2013-12-26,292.55232320528626,-999.3620712534442,1556.850641378815
2013-12-27,266.31758134576955,-1033.4798536890792,1598.387908880151
2013-12-28,442.5340544603814,-830.111193149114,1693.2994159681823
2013-12-29,463.11742580711115,-736.8739632258284,1766.0414098793044
2013-12-30,356.69705911629035,-884.8563508147364,1599.4353634145457
2013-12-31,300.42925404527375,-954.0145082177926,1581.163301159434
2014-01-01,245.09895267969702,-1075.8887095771092,1601.1219947414238
2014-01-02,274.7076323175428,-971.4626424030544,1564.4774938543828
2014-01-03,245.9652908334456,-965.4502384891185,1477.37817231613
2014-01-04,420.2030003697861,-901.3545078448457,1799.988429642269
2014-01-05,439.35951938543633,-856.7253832066131,1745.8448523135296
2014-01-06,332.07393406294415,-888.2058172726751,1670.0752295926893
2014-01-07,275.4988175300398,-914.1529299118978,1566.7908792697913
2014-01-08,220.40218973664284,-1072.0852397186968,1531.5482462582643
2014-01-09,250.75600512293332,-998.1841537479635,1512.1761294642017
2014-01-10,223.22905703833598,-985.1515140772799,1583.5621064398645
2014-01-11,399.10074863414604,-801.2020706313539,1619.9886075160848
2014-01-12,420.249186246512,-854.6155450594423,1635.782807303322
2014-01-13,315.2455252528004,-930.9515054453021,1552.2669253334345
2014-01-14,261.16900993313453,-1064.3099712444623,1537.9045969522822
2014-01-15,208.18881320700746,-1072.2564501589204,1417.4912538588492
2014-01-16,240.72097624835246,-1083.8939083004275,1385.4361494500856
2014-01-17,215.35702564531525,-1037.9081680970635,1415.7188741655918
2014-01-18,393.30191647873755,-852.5160790851579,1722.190321946435
2014-01-19,416.3640749208537,-947.0249422261693,1632.2978642325363
2014-01-20,313.05154386921475,-1011.4663266376926,1611.764274794523
2014-01-21,260.38862557549345,-1025.4975614010657,1453.0854082273065
2014-01-22,209.02121070095112,-1093.7044307902518,1405.0289466973038
2014-01-23,242.80843113692163,-991.6217888555321,1593.670849205947
2014-01-24,218.3184418534138,-957.2069282728658,1499.5907875929468
2014-01-25,396.74470610710677,-870.1283332792985,1680.9055867850655
2014-01-26,419.8961750253406,-880.7801120362492,1708.6783487915768
2014-01-27,316.2932386027877,-960.5889307468349,1560.132169951259
2014-01-28,262.9838502130747,-971.0733779665767,1537.759885164468
2014-01-29,210.64803102335895,-1019.8638421974663,1489.6771024754178
2014-01-30,243.18841693681912,-979.2711416620751,1527.3128158625418
2014-01-31,217.22468613003593,-1035.0272194573342,1491.0598879115723
2014-02-01,394.0082809614067,-835.3933165298968,1554.9558281778043
2014-02-02,415.4108601397027,-908.3237411831725,1607.106982122797
2014-02-03,310.0184072763607,-952.3786903469019,1610.3325058417447
2014-02-04,254.94544977930826,-1040.9068957031457,1508.4462521371008
2014-02-05,200.93764769930573,-1023.7447365455062,1478.9302949775906
2014-02-06,231.96046820399536,-1086.0567435167864,1331.5739054820879
2014-02-07,204.69183519873567,-1071.768706637776,1476.5711246081332
2014-02-08,380.43521627331893,-862.4670793855737,1697.811272481069
2014-02-09,401.1066269211668,-870.8409103305261,1722.6857839479098
2014-02-10,295.3275166491957,-982.1867260498467,1558.310374313451
2014-02-11,240.23802287156647,-977.3410669273543,1492.2230269020647
2014-02-12,186.59887669787994,-1163.8270522722912,1359.936225628642
2014-02-13,218.37969277610617,-1057.4903909448326,1389.1096864645094
2014-02-14,192.25154074601852,-1101.7647513232744,1545.223469132954
2014-02-15,369.5002599430254,-858.6915432317928,1580.1668515815668
2014-02-16,392.0139882538579,-957.470529836423,1588.8625788042111
2014-02-17,288.37685253590877,-934.0718626860295,1633.1151574970002
2014-02-18,235.68328164264986,-1027.0766619862075,1567.1288446514052
2014-02-19,184.64119448193878,-1110.8283532030953,1441.7125939975592
2014-02-20,219.16175763523242,-1068.2163992181252,1504.3282535776693
2014-02-21,195.853567681459,-1002.9569550092375,1458.0599221421262
2014-02-22,375.9376738548589,-836.8997795998265,1510.9314269264944
2014-02-23,401.23686367796734,-901.9085821177583,1623.2336369953541
2014-02-24,300.2711098342552,-985.1910605616191,1551.662051059056
2014-02-25,250.07359067763946,-962.1268121232915,1506.4219840045052
